booking_id,asset_tag,asset_name,booking_date,weekday,start_hour,duration_minutes,booked_by,status
BK-00655,AF-0104,Pallet Jack,2025-08-21,Thursday,14,90,E-0043,Completed
BK-00656,AF-0104,Pallet Jack,2025-09-04,Thursday,11,90,E-0040,Completed
BK-00657,AF-0104,Pallet Jack,2025-08-04,Monday,14,30,E-0034,Completed
BK-00658,AF-0104,Pallet Jack,2025-12-25,Thursday,11,60,E-0038,Completed
BK-00659,AF-0104,Pallet Jack,2025-08-26,Tuesday,9,60,E-0056,Completed
BK-00660,AF-0104,Pallet Jack,2026-03-25,Wednesday,11,90,E-0050,Cancelled
BK-00661,AF-0104,Pallet Jack,2025-12-15,Monday,15,30,E-0014,Completed
BK-00662,AF-0104,Pallet Jack,2026-03-03,Tuesday,12,30,E-0009,Completed
BK-00663,AF-0105,Pallet Jack,2025-12-20,Saturday,11,60,E-0010,Completed
BK-00664,AF-0106,Pickup Truck,2025-10-21,Tuesday,11,120,E-0059,Completed
BK-00665,AF-0106,Pickup Truck,2026-07-09,Thursday,11,60,E-0018,Completed
BK-00666,AF-0106,Pickup Truck,2025-09-09,Tuesday,9,60,E-0053,Completed
BK-00667,AF-0106,Pickup Truck,2026-01-15,Thursday,12,120,E-0016,Completed
BK-00668,AF-0106,Pickup Truck,2026-05-10,Sunday,14,60,E-0039,Completed
BK-00669,AF-0106,Pickup Truck,2026-06-30,Tuesday,14,60,E-0049,Cancelled
BK-00670,AF-0106,Pickup Truck,2026-03-26,Thursday,15,90,E-0012,Completed
BK-00671,AF-0106,Pickup Truck,2025-07-14,Monday,15,120,E-0027,Completed
BK-00672,AF-0107,Generator,2026-07-03,Friday,12,30,E-0010,Completed
BK-00673,AF-0109,Forklift,2025-08-10,Sunday,14,30,E-0042,Completed
BK-00674,AF-0109,Forklift,2025-08-19,Tuesday,15,30,E-0020,Completed
BK-00675,AF-0109,Forklift,2025-12-09,Tuesday,12,90,E-0054,Completed
BK-00676,AF-0109,Forklift,2025-11-27,Thursday,15,60,E-0012,Completed
BK-00677,AF-0109,Forklift,2026-02-16,Monday,15,60,E-0012,Completed
BK-00678,AF-0109,Forklift,2026-03-26,Thursday,11,30,E-0006,Cancelled
BK-00679,AF-0109,Forklift,2026-04-29,Wednesday,11,90,E-0012,Cancelled
BK-00680,AF-0109,Forklift,2026-06-14,Sunday,11,30,E-0031,Completed
BK-00681,AF-0109,Forklift,2025-07-22,Tuesday,10,30,E-0011,Cancelled
BK-00682,AF-0109,Forklift,2025-09-09,Tuesday,14,60,E-0040,Completed
BK-00683,AF-0109,Forklift,2025-12-09,Tuesday,9,30,E-0023,Completed
BK-00684,AF-0109,Forklift,2026-04-08,Wednesday,16,60,E-0032,Completed
BK-00685,AF-0109,Forklift,2026-06-12,Friday,13,60,E-0042,Cancelled
BK-00686,AF-0109,Forklift,2025-07-28,Monday,11,60,E-0040,Completed
BK-00687,AF-0109,Forklift,2025-11-19,Wednesday,14,60,E-0056,Completed
BK-00688,AF-0109,Forklift,2026-06-02,Tuesday,11,60,E-0037,Completed
BK-00689,AF-0109,Forklift,2026-02-09,Monday,15,60,E-0027,Completed
BK-00690,AF-0109,Forklift,2025-10-02,Thursday,10,90,E-0027,Completed
BK-00691,AF-0109,Forklift,2025-12-12,Friday,15,120,E-0009,Completed
BK-00692,AF-0109,Forklift,2025-11-20,Thursday,15,30,E-0018,Completed
BK-00693,AF-0109,Forklift,2026-03-12,Thursday,10,90,E-0050,Completed
BK-00694,AF-0109,Forklift,2026-03-09,Monday,9,30,E-0003,Completed
BK-00695,AF-0109,Forklift,2025-07-18,Friday,14,90,E-0047,Completed
BK-00696,AF-0109,Forklift,2025-09-18,Thursday,15,60,E-0011,Completed
BK-00697,AF-0109,Forklift,2026-06-30,Tuesday,11,90,E-0002,Completed
BK-00698,AF-0109,Forklift,2026-06-29,Monday,11,30,E-0033,Completed
BK-00699,AF-0109,Forklift,2025-12-04,Thursday,9,60,E-0035,Completed
BK-00700,AF-0110,Forklift,2025-12-27,Saturday,11,60,E-0047,Cancelled
BK-00701,AF-0113,Scooter,2026-06-17,Wednesday,15,30,E-0030,Completed
BK-00702,AF-0113,Scooter,2025-09-08,Monday,15,60,E-0028,Completed
BK-00703,AF-0113,Scooter,2025-09-04,Thursday,12,90,E-0051,Completed
BK-00704,AF-0113,Scooter,2026-02-17,Tuesday,14,30,E-0016,Completed
BK-00705,AF-0113,Scooter,2026-05-10,Sunday,13,30,E-0014,Completed
BK-00706,AF-0113,Scooter,2026-02-08,Sunday,10,30,E-0049,Completed
BK-00707,AF-0113,Scooter,2026-06-12,Friday,16,60,E-0056,Completed
BK-00708,AF-0113,Scooter,2025-09-24,Wednesday,12,60,E-0041,Completed
BK-00709,AF-0113,Scooter,2025-10-15,Wednesday,12,30,E-0019,Completed
BK-00710,AF-0113,Scooter,2025-10-09,Thursday,10,30,E-0019,Completed
BK-00711,AF-0113,Scooter,2025-11-07,Friday,15,30,E-0055,Completed
BK-00712,AF-0113,Scooter,2025-10-20,Monday,14,60,E-0058,Completed
BK-00713,AF-0113,Scooter,2026-01-08,Thursday,14,60,E-0008,Completed
BK-00714,AF-0113,Scooter,2025-07-23,Wednesday,10,30,E-0025,Completed
BK-00715,AF-0113,Scooter,2026-02-05,Thursday,13,60,E-0026,Completed
BK-00716,AF-0113,Scooter,2026-01-20,Tuesday,11,120,E-0042,Completed
BK-00717,AF-0113,Scooter,2025-09-24,Wednesday,16,30,E-0017,Completed
BK-00718,AF-0113,Scooter,2026-05-05,Tuesday,10,60,E-0005,Completed
BK-00719,AF-0113,Scooter,2026-05-03,Sunday,17,120,E-0038,Completed
BK-00720,AF-0116,Delivery Van,2025-11-22,Saturday,17,90,E-0003,Completed
BK-00721,AF-0118,Scooter,2025-11-18,Tuesday,11,120,E-0040,Completed
BK-00722,AF-0118,Scooter,2026-06-02,Tuesday,10,90,E-0042,Completed
BK-00723,AF-0118,Scooter,2026-01-20,Tuesday,15,60,E-0039,Completed
BK-00724,AF-0118,Scooter,2026-03-09,Monday,10,90,E-0029,Completed
BK-00725,AF-0118,Scooter,2026-05-05,Tuesday,14,30,E-0057,Completed
BK-00726,AF-0118,Scooter,2025-09-30,Tuesday,15,90,E-0051,Completed
BK-00727,AF-0118,Scooter,2025-12-04,Thursday,14,60,E-0060,Completed
BK-00728,AF-0118,Scooter,2026-02-19,Thursday,11,60,E-0059,Completed
BK-00729,AF-0118,Scooter,2025-11-11,Tuesday,10,30,E-0023,Completed
BK-00730,AF-0118,Scooter,2026-05-06,Wednesday,10,30,E-0052,Completed
BK-00731,AF-0118,Scooter,2026-06-08,Monday,17,90,E-0047,Completed
BK-00732,AF-0118,Scooter,2026-03-12,Thursday,15,90,E-0015,Completed
BK-00733,AF-0118,Scooter,2026-07-11,Saturday,14,60,E-0030,Completed
BK-00734,AF-0118,Scooter,2026-01-29,Thursday,15,60,E-0036,Completed
BK-00735,AF-0118,Scooter,2026-06-16,Tuesday,17,60,E-0045,Completed
BK-00736,AF-0118,Scooter,2025-09-04,Thursday,15,60,E-0059,Completed
BK-00737,AF-0118,Scooter,2025-10-27,Monday,14,30,E-0015,Completed
BK-00738,AF-0120,Microwave,2025-07-18,Friday,17,30,E-0014,Completed
BK-00739,AF-0120,Microwave,2025-08-29,Friday,14,60,E-0012,Completed
BK-00740,AF-0120,Microwave,2026-03-10,Tuesday,11,60,E-0027,Completed
BK-00741,AF-0120,Microwave,2025-08-11,Monday,11,120,E-0028,Completed
BK-00742,AF-0120,Microwave,2026-01-27,Tuesday,10,60,E-0056,Completed
BK-00743,AF-0120,Microwave,2025-08-06,Wednesday,13,60,E-0043,Completed
BK-00744,AF-0120,Microwave,2025-10-14,Tuesday,17,120,E-0044,Completed
BK-00745,AF-0120,Microwave,2025-12-15,Monday,14,90,E-0056,Completed
BK-00746,AF-0120,Microwave,2026-06-14,Sunday,11,30,E-0045,Completed
BK-00747,AF-0120,Microwave,2026-03-17,Tuesday,12,90,E-0035,Cancelled
BK-00748,AF-0120,Microwave,2025-12-26,Friday,13,90,E-0005,Completed
BK-00749,AF-0120,Microwave,2026-05-27,Wednesday,14,30,E-0005,Completed
BK-00750,AF-0120,Microwave,2026-06-25,Thursday,15,60,E-0007,Completed
BK-00751,AF-0120,Microwave,2026-06-29,Monday,14,90,E-0040,Completed
BK-00752,AF-0120,Microwave,2025-11-17,Monday,10,60,E-0049,Completed
BK-00753,AF-0121,HP Laptop,2026-02-17,Tuesday,15,60,E-0007,Completed
BK-00754,AF-0121,HP Laptop,2026-06-17,Wednesday,15,30,E-0016,Completed
BK-00755,AF-0121,HP Laptop,2026-05-28,Thursday,11,60,E-0002,Completed
BK-00756,AF-0121,HP Laptop,2025-12-01,Monday,14,60,E-0017,Completed
BK-00757,AF-0121,HP Laptop,2026-05-15,Friday,14,60,E-0052,Completed
BK-00758,AF-0121,HP Laptop,2025-10-08,Wednesday,11,30,E-0011,Completed
BK-00759,AF-0121,HP Laptop,2026-02-04,Wednesday,9,30,E-0022,Completed
BK-00760,AF-0121,HP Laptop,2026-03-13,Friday,16,30,E-0043,Completed
BK-00761,AF-0121,HP Laptop,2025-09-17,Wednesday,14,60,E-0024,Completed
BK-00762,AF-0121,HP Laptop,2026-01-30,Friday,14,60,E-0005,Completed
BK-00763,AF-0121,HP Laptop,2025-09-26,Friday,13,120,E-0024,Completed
BK-00764,AF-0121,HP Laptop,2026-01-20,Tuesday,16,90,E-0016,Completed
BK-00765,AF-0121,HP Laptop,2025-12-23,Tuesday,9,90,E-0001,Completed
BK-00766,AF-0121,HP Laptop,2025-08-14,Thursday,15,60,E-0013,Completed
BK-00767,AF-0121,HP Laptop,2025-10-28,Tuesday,11,90,E-0057,Completed
BK-00768,AF-0121,HP Laptop,2025-09-03,Wednesday,10,60,E-0030,Completed
BK-00769,AF-0121,HP Laptop,2026-02-20,Friday,11,60,E-0031,Completed
BK-00770,AF-0121,HP Laptop,2025-08-20,Wednesday,12,30,E-0047,Completed
BK-00771,AF-0121,HP Laptop,2025-10-11,Saturday,13,90,E-0045,Cancelled
BK-00772,AF-0121,HP Laptop,2025-12-08,Monday,14,60,E-0014,Completed
BK-00773,AF-0121,HP Laptop,2025-12-11,Thursday,10,30,E-0008,Completed
BK-00774,AF-0121,HP Laptop,2026-03-09,Monday,16,30,E-0003,Completed
BK-00775,AF-0121,HP Laptop,2026-04-17,Friday,16,60,E-0028,Completed
BK-00776,AF-0121,HP Laptop,2026-05-26,Tuesday,10,30,E-0056,Completed
BK-00777,AF-0121,HP Laptop,2025-11-10,Monday,10,60,E-0018,Completed
BK-00778,AF-0121,HP Laptop,2025-08-27,Wednesday,10,120,E-0056,Completed
BK-00779,AF-0121,HP Laptop,2026-04-21,Tuesday,16,60,E-0046,Completed
BK-00780,AF-0121,HP Laptop,2025-11-05,Wednesday,12,30,E-0056,Completed
BK-00781,AF-0121,HP Laptop,2026-03-18,Wednesday,9,30,E-0004,Completed
BK-00782,AF-0121,HP Laptop,2025-07-28,Monday,9,30,E-0046,Completed
BK-00783,AF-0121,HP Laptop,2026-07-08,Wednesday,12,30,E-0026,Completed
BK-00784,AF-0121,HP Laptop,2026-07-06,Monday,15,60,E-0038,Completed
BK-00785,AF-0121,HP Laptop,2026-03-30,Monday,13,60,E-0016,Completed
BK-00786,AF-0121,HP Laptop,2026-04-28,Tuesday,17,60,E-0044,Completed
BK-00787,AF-0121,HP Laptop,2026-04-22,Wednesday,11,120,E-0023,Completed
BK-00788,AF-0121,HP Laptop,2025-12-17,Wednesday,10,30,E-0001,Completed
BK-00789,AF-0121,HP Laptop,2026-03-31,Tuesday,16,30,E-0007,Completed
BK-00790,AF-0121,HP Laptop,2025-12-09,Tuesday,10,60,E-0004,Completed
BK-00791,AF-0121,HP Laptop,2025-10-01,Wednesday,10,90,E-0050,Completed
BK-00792,AF-0121,HP Laptop,2026-06-12,Friday,11,30,E-0051,Completed
BK-00793,AF-0121,HP Laptop,2026-05-22,Friday,15,60,E-0043,Completed
BK-00794,AF-0121,HP Laptop,2025-11-21,Friday,11,30,E-0030,Completed
BK-00795,AF-0121,HP Laptop,2026-02-15,Sunday,15,30,E-0017,Completed
BK-00796,AF-0121,HP Laptop,2025-12-10,Wednesday,15,30,E-0003,Completed
BK-00797,AF-0122,Generator,2025-12-12,Friday,9,30,E-0053,Completed
BK-00798,AF-0122,Generator,2025-12-02,Tuesday,10,60,E-0016,Completed
BK-00799,AF-0122,Generator,2026-01-13,Tuesday,10,30,E-0050,Completed
BK-00800,AF-0122,Generator,2026-05-11,Monday,16,60,E-0003,Completed
BK-00801,AF-0122,Generator,2026-04-22,Wednesday,10,90,E-0045,Completed
BK-00802,AF-0122,Generator,2026-06-05,Friday,11,30,E-0016,Completed
BK-00803,AF-0122,Generator,2026-04-24,Friday,15,30,E-0032,Completed
BK-00804,AF-0122,Generator,2026-06-17,Wednesday,14,60,E-0058,Completed
BK-00805,AF-0122,Generator,2026-03-09,Monday,15,30,E-0018,Completed
BK-00806,AF-0122,Generator,2026-06-10,Wednesday,15,90,E-0052,Completed
BK-00807,AF-0122,Generator,2026-04-01,Wednesday,13,90,E-0005,Completed
BK-00808,AF-0122,Generator,2025-12-02,Tuesday,11,90,E-0032,Completed
BK-00809,AF-0122,Generator,2026-03-02,Monday,14,120,E-0044,Completed
BK-00810,AF-0122,Generator,2026-05-05,Tuesday,11,120,E-0042,Completed
BK-00811,AF-0122,Generator,2025-10-08,Wednesday,14,60,E-0014,Completed
BK-00812,AF-0122,Generator,2025-12-26,Friday,12,30,E-0016,Cancelled
BK-00813,AF-0122,Generator,2025-07-15,Tuesday,9,30,E-0013,Completed
BK-00814,AF-0123,Delivery Van,2025-11-26,Wednesday,12,60,E-0053,Completed
BK-00815,AF-0123,Delivery Van,2026-04-09,Thursday,14,90,E-0022,Completed
BK-00816,AF-0123,Delivery Van,2026-05-13,Wednesday,11,30,E-0057,Completed
BK-00817,AF-0123,Delivery Van,2025-08-20,Wednesday,11,60,E-0013,Completed
BK-00818,AF-0123,Delivery Van,2026-02-10,Tuesday,9,30,E-0052,Cancelled
BK-00819,AF-0123,Delivery Van,2026-03-15,Sunday,16,30,E-0019,Completed
BK-00820,AF-0123,Delivery Van,2026-04-06,Monday,14,60,E-0027,Completed
BK-00821,AF-0123,Delivery Van,2026-06-23,Tuesday,10,60,E-0003,Completed
BK-00822,AF-0123,Delivery Van,2026-05-28,Thursday,13,60,E-0019,Completed
BK-00823,AF-0123,Delivery Van,2025-09-16,Tuesday,11,60,E-0013,Completed
BK-00824,AF-0123,Delivery Van,2025-12-17,Wednesday,16,60,E-0039,Completed
BK-00825,AF-0123,Delivery Van,2025-07-23,Wednesday,10,30,E-0035,Completed
BK-00826,AF-0124,Projector,2026-06-26,Friday,15,30,E-0028,Completed
BK-00827,AF-0124,Projector,2026-03-10,Tuesday,15,60,E-0049,Completed
BK-00828,AF-0124,Projector,2025-09-24,Wednesday,15,90,E-0007,Completed
BK-00829,AF-0124,Projector,2025-11-10,Monday,15,90,E-0034,Completed
BK-00830,AF-0124,Projector,2026-06-25,Thursday,15,30,E-0046,Completed
BK-00831,AF-0124,Projector,2026-04-30,Thursday,13,60,E-0015,Completed
BK-00832,AF-0124,Projector,2026-02-16,Monday,15,90,E-0042,Cancelled
BK-00833,AF-0124,Projector,2025-11-20,Thursday,10,60,E-0032,Completed
BK-00834,AF-0126,Pallet Jack,2025-08-22,Friday,15,120,E-0053,Completed
BK-00835,AF-0126,Pallet Jack,2026-03-20,Friday,11,60,E-0051,Completed
BK-00836,AF-0126,Pallet Jack,2026-02-04,Wednesday,11,90,E-0010,Completed
BK-00837,AF-0126,Pallet Jack,2025-11-27,Thursday,17,90,E-0024,Completed
BK-00838,AF-0126,Pallet Jack,2026-06-15,Monday,11,120,E-0032,Completed
BK-00839,AF-0126,Pallet Jack,2025-09-23,Tuesday,9,60,E-0059,Completed
BK-00840,AF-0126,Pallet Jack,2026-05-20,Wednesday,13,30,E-0030,Completed
BK-00841,AF-0129,Delivery Van,2025-07-21,Monday,17,60,E-0028,Completed
BK-00842,AF-0129,Delivery Van,2026-02-09,Monday,14,60,E-0008,Completed
BK-00843,AF-0129,Delivery Van,2026-01-19,Monday,17,90,E-0051,Cancelled
BK-00844,AF-0129,Delivery Van,2025-08-11,Monday,10,30,E-0040,Completed
BK-00845,AF-0129,Delivery Van,2026-07-07,Tuesday,15,60,E-0054,Completed
BK-00846,AF-0129,Delivery Van,2026-04-14,Tuesday,11,60,E-0055,Completed
BK-00847,AF-0129,Delivery Van,2026-06-23,Tuesday,13,30,E-0046,Completed
BK-00848,AF-0129,Delivery Van,2025-09-29,Monday,14,30,E-0003,Completed
BK-00849,AF-0129,Delivery Van,2025-12-12,Friday,13,30,E-0028,Completed
BK-00850,AF-0129,Delivery Van,2026-03-19,Thursday,9,60,E-0007,Completed
BK-00851,AF-0129,Delivery Van,2025-10-17,Friday,11,60,E-0029,Completed
BK-00852,AF-0129,Delivery Van,2026-06-24,Wednesday,12,90,E-0036,Completed
BK-00853,AF-0129,Delivery Van,2025-12-05,Friday,14,60,E-0001,Completed
BK-00854,AF-0129,Delivery Van,2026-06-19,Friday,14,60,E-0040,Completed
BK-00855,AF-0129,Delivery Van,2025-10-09,Thursday,11,60,E-0045,Cancelled
BK-00856,AF-0129,Delivery Van,2026-01-28,Wednesday,10,60,E-0047,Completed
BK-00857,AF-0129,Delivery Van,2025-07-16,Wednesday,10,60,E-0055,Completed
BK-00858,AF-0129,Delivery Van,2025-10-17,Friday,15,60,E-0019,Completed
BK-00859,AF-0129,Delivery Van,2026-06-14,Sunday,10,30,E-0039,Completed
BK-00860,AF-0129,Delivery Van,2025-10-27,Monday,10,30,E-0039,Completed
BK-00861,AF-0129,Delivery Van,2025-09-29,Monday,11,30,E-0045,Completed
BK-00862,AF-0129,Delivery Van,2025-09-23,Tuesday,10,90,E-0039,Completed
BK-00863,AF-0129,Delivery Van,2026-06-12,Friday,14,60,E-0048,Completed
BK-00864,AF-0129,Delivery Van,2026-03-31,Tuesday,10,60,E-0012,Completed
BK-00865,AF-0129,Delivery Van,2025-10-16,Thursday,14,60,E-0014,Completed
BK-00866,AF-0129,Delivery Van,2026-02-07,Saturday,11,60,E-0011,Completed
BK-00867,AF-0129,Delivery Van,2026-03-19,Thursday,15,30,E-0004,Completed
BK-00868,AF-0129,Delivery Van,2025-10-25,Saturday,14,60,E-0002,Completed
BK-00869,AF-0129,Delivery Van,2026-07-09,Thursday,11,30,E-0028,Cancelled
BK-00870,AF-0129,Delivery Van,2025-09-03,Wednesday,17,120,E-0027,Completed
BK-00871,AF-0129,Delivery Van,2026-02-24,Tuesday,10,60,E-0039,Completed
BK-00872,AF-0129,Delivery Van,2026-03-03,Tuesday,10,30,E-0037,Completed
BK-00873,AF-0131,Delivery Van,2025-07-29,Tuesday,11,60,E-0004,Completed
BK-00874,AF-0131,Delivery Van,2026-02-04,Wednesday,15,90,E-0003,Completed
BK-00875,AF-0131,Delivery Van,2026-04-02,Thursday,11,30,E-0050,Completed
BK-00876,AF-0131,Delivery Van,2026-05-21,Thursday,10,30,E-0036,Completed
BK-00877,AF-0131,Delivery Van,2025-10-01,Wednesday,9,60,E-0005,Completed
BK-00878,AF-0131,Delivery Van,2026-03-20,Friday,13,60,E-0042,Cancelled
BK-00879,AF-0131,Delivery Van,2026-07-08,Wednesday,12,60,E-0018,Cancelled
BK-00880,AF-0131,Delivery Van,2026-04-08,Wednesday,10,30,E-0028,Completed
BK-00881,AF-0131,Delivery Van,2025-10-23,Thursday,16,30,E-0021,Completed
BK-00882,AF-0131,Delivery Van,2026-06-11,Thursday,16,30,E-0041,Completed
BK-00883,AF-0131,Delivery Van,2026-04-27,Monday,10,30,E-0025,Completed
BK-00884,AF-0131,Delivery Van,2025-11-11,Tuesday,16,60,E-0035,Completed
BK-00885,AF-0131,Delivery Van,2026-03-13,Friday,11,30,E-0031,Completed
BK-00886,AF-0131,Delivery Van,2026-01-14,Wednesday,10,60,E-0053,Completed
BK-00887,AF-0131,Delivery Van,2026-05-20,Wednesday,14,120,E-0060,Completed
BK-00888,AF-0131,Delivery Van,2026-01-01,Thursday,14,90,E-0054,Completed
BK-00889,AF-0131,Delivery Van,2025-07-18,Friday,16,90,E-0042,Completed
BK-00890,AF-0131,Delivery Van,2026-02-18,Wednesday,15,30,E-0037,Completed
BK-00891,AF-0133,Delivery Van,2026-04-22,Wednesday,16,60,E-0032,Completed
BK-00892,AF-0133,Delivery Van,2026-01-22,Thursday,15,30,E-0021,Completed
BK-00893,AF-0133,Delivery Van,2025-10-04,Saturday,13,90,E-0010,Completed
BK-00894,AF-0133,Delivery Van,2025-08-13,Wednesday,15,30,E-0059,Completed
BK-00895,AF-0133,Delivery Van,2025-10-27,Monday,13,90,E-0057,Completed
BK-00896,AF-0133,Delivery Van,2026-02-25,Wednesday,14,30,E-0007,Completed
BK-00897,AF-0133,Delivery Van,2025-08-18,Monday,12,120,E-0017,Completed
BK-00898,AF-0133,Delivery Van,2026-01-30,Friday,16,60,E-0008,Completed
BK-00899,AF-0133,Delivery Van,2025-11-07,Friday,9,90,E-0037,Completed
BK-00900,AF-0133,Delivery Van,2026-03-12,Thursday,12,60,E-0016,Completed
BK-00901,AF-0133,Delivery Van,2025-09-09,Tuesday,15,60,E-0042,Completed
BK-00902,AF-0133,Delivery Van,2026-05-13,Wednesday,11,60,E-0005,Completed
BK-00903,AF-0133,Delivery Van,2025-08-18,Monday,11,90,E-0034,Completed
BK-00904,AF-0133,Delivery Van,2025-10-30,Thursday,11,60,E-0028,Completed
BK-00905,AF-0135,Delivery Van,2026-03-26,Thursday,15,90,E-0033,Cancelled
BK-00906,AF-0136,Forklift,2026-05-07,Thursday,15,90,E-0011,Completed
BK-00907,AF-0136,Forklift,2026-02-06,Friday,10,30,E-0054,Completed
BK-00908,AF-0136,Forklift,2025-09-09,Tuesday,16,60,E-0059,Completed
BK-00909,AF-0136,Forklift,2025-07-16,Wednesday,12,30,E-0014,Completed
BK-00910,AF-0136,Forklift,2025-12-19,Friday,11,30,E-0054,Completed
BK-00911,AF-0136,Forklift,2026-06-16,Tuesday,14,120,E-0033,Completed
BK-00912,AF-0138,Sedan Car,2025-11-13,Thursday,11,30,E-0010,Completed
BK-00913,AF-0138,Sedan Car,2025-09-01,Monday,10,90,E-0039,Completed
BK-00914,AF-0138,Sedan Car,2025-12-15,Monday,16,60,E-0023,Cancelled
BK-00915,AF-0139,Compressor,2026-04-14,Tuesday,10,120,E-0055,Completed
BK-00916,AF-0139,Compressor,2026-06-02,Tuesday,15,90,E-0017,Completed
BK-00917,AF-0139,Compressor,2026-07-09,Thursday,9,60,E-0003,Completed
BK-00918,AF-0139,Compressor,2025-09-04,Thursday,10,60,E-0021,Completed
BK-00919,AF-0139,Compressor,2025-09-24,Wednesday,10,60,E-0025,Completed
BK-00920,AF-0139,Compressor,2026-04-10,Friday,11,30,E-0053,Completed
BK-00921,AF-0139,Compressor,2025-07-17,Thursday,14,90,E-0044,Cancelled
BK-00922,AF-0139,Compressor,2026-05-01,Friday,15,90,E-0034,Completed
BK-00923,AF-0139,Compressor,2026-06-25,Thursday,10,60,E-0016,Completed
BK-00924,AF-0139,Compressor,2025-07-23,Wednesday,10,30,E-0001,Completed
BK-00925,AF-0139,Compressor,2026-01-21,Wednesday,10,30,E-0013,Completed
BK-00926,AF-0139,Compressor,2026-03-07,Saturday,11,60,E-0027,Completed
BK-00927,AF-0139,Compressor,2025-11-06,Thursday,12,30,E-0032,Cancelled
BK-00928,AF-0139,Compressor,2025-09-19,Friday,10,60,E-0017,Completed
BK-00929,AF-0139,Compressor,2026-04-23,Thursday,9,60,E-0022,Completed
BK-00930,AF-0139,Compressor,2026-04-23,Thursday,15,90,E-0012,Completed
BK-00931,AF-0139,Compressor,2026-06-09,Tuesday,10,30,E-0056,Completed
BK-00932,AF-0139,Compressor,2026-05-26,Tuesday,11,90,E-0058,Completed
BK-00933,AF-0139,Compressor,2026-05-19,Tuesday,16,60,E-0014,Completed
BK-00934,AF-0139,Compressor,2026-07-06,Monday,12,60,E-0051,Completed
BK-00935,AF-0139,Compressor,2026-05-25,Monday,9,30,E-0011,Completed
BK-00936,AF-0139,Compressor,2026-05-15,Friday,17,60,E-0027,Completed
BK-00937,AF-0139,Compressor,2025-11-25,Tuesday,10,90,E-0019,Completed
BK-00938,AF-0139,Compressor,2025-10-21,Tuesday,14,120,E-0021,Completed
BK-00939,AF-0139,Compressor,2026-01-30,Friday,14,60,E-0010,Completed
BK-00940,AF-0139,Compressor,2026-03-10,Tuesday,10,30,E-0003,Completed
BK-00941,AF-0139,Compressor,2025-11-04,Tuesday,15,60,E-0048,Completed
BK-00942,AF-0139,Compressor,2025-09-12,Friday,11,30,E-0003,Completed
BK-00943,AF-0139,Compressor,2025-12-22,Monday,11,60,E-0024,Completed
BK-00944,AF-0139,Compressor,2025-10-27,Monday,15,90,E-0053,Completed
BK-00945,AF-0139,Compressor,2026-06-08,Monday,14,90,E-0028,Cancelled
BK-00946,AF-0141,Generator,2026-01-31,Saturday,10,90,E-0033,Completed
BK-00947,AF-0141,Generator,2026-04-21,Tuesday,11,90,E-0023,Completed
BK-00948,AF-0141,Generator,2026-04-08,Wednesday,16,60,E-0033,Completed
BK-00949,AF-0141,Generator,2026-04-02,Thursday,14,90,E-0060,Completed
BK-00950,AF-0141,Generator,2026-06-16,Tuesday,14,30,E-0006,Completed
BK-00951,AF-0141,Generator,2026-03-23,Monday,11,60,E-0002,Completed
BK-00952,AF-0141,Generator,2025-09-01,Monday,16,60,E-0025,Completed
BK-00953,AF-0141,Generator,2025-10-07,Tuesday,15,90,E-0011,Completed
BK-00954,AF-0141,Generator,2026-04-21,Tuesday,14,90,E-0022,Completed
BK-00955,AF-0141,Generator,2025-10-29,Wednesday,13,120,E-0009,Completed
BK-00956,AF-0141,Generator,2026-07-08,Wednesday,11,90,E-0040,Completed
BK-00957,AF-0141,Generator,2026-02-05,Thursday,14,60,E-0052,Completed
BK-00958,AF-0144,Delivery Van,2025-12-11,Thursday,12,60,E-0032,Completed
BK-00959,AF-0144,Delivery Van,2025-09-30,Tuesday,12,60,E-0056,Completed
BK-00960,AF-0144,Delivery Van,2026-07-03,Friday,16,60,E-0038,Completed
BK-00961,AF-0144,Delivery Van,2026-05-22,Friday,14,60,E-0023,Completed
BK-00962,AF-0144,Delivery Van,2025-09-09,Tuesday,16,90,E-0058,Completed
BK-00963,AF-0144,Delivery Van,2025-08-18,Monday,12,60,E-0007,Completed
BK-00964,AF-0144,Delivery Van,2026-02-11,Wednesday,14,60,E-0039,Completed
BK-00965,AF-0144,Delivery Van,2026-02-12,Thursday,14,120,E-0030,Completed
BK-00966,AF-0144,Delivery Van,2025-07-29,Tuesday,10,120,E-0013,Completed
BK-00967,AF-0144,Delivery Van,2025-09-03,Wednesday,17,60,E-0057,Completed
BK-00968,AF-0144,Delivery Van,2026-06-08,Monday,15,30,E-0013,Cancelled
BK-00969,AF-0144,Delivery Van,2025-07-23,Wednesday,14,30,E-0029,Completed
BK-00970,AF-0144,Delivery Van,2025-10-13,Monday,11,30,E-0029,Completed
BK-00971,AF-0144,Delivery Van,2026-04-20,Monday,12,120,E-0034,Completed
BK-00972,AF-0144,Delivery Van,2025-09-25,Thursday,15,30,E-0045,Completed
BK-00973,AF-0144,Delivery Van,2026-05-19,Tuesday,12,60,E-0035,Completed
BK-00974,AF-0144,Delivery Van,2026-06-25,Thursday,15,60,E-0016,Completed
BK-00975,AF-0144,Delivery Van,2026-03-27,Friday,13,30,E-0035,Completed
BK-00976,AF-0144,Delivery Van,2026-04-13,Monday,15,30,E-0051,Completed
